Encuesta,Ficha,Homoclave,1.1 ¿Te parece útil esta información?,1.2 ¿Consideras que falta información?,1.3 ¿Qué información crees que falta?,1.4 ¿Qué podemos mejorar?,Fecha,Sentimiento 1,Sentimiento 2,1.3 Inglés,1.4 Inglés
11007,sep.1035,SEP-01-023-A,Sí,No,,"Que descentralicen el trámite y que se pueda realizar en el Estado donde uno está radicando, por ejemplo en la Ciudad de Xalapa, Veracruz. Gracias",2017-05-26,3,0,,"Decentralize the process and can be performed in the state where you are filing, for example in the city of Xalapa, Veracruz. Thank you"
11008,PROFECO422,PROFECO-00-008,Sí,No,,podrian mejorar la eficiencia con la opcion de realizar los avisos via internet,2017-05-26,3,0,,could improve efficiency with the option of making announcements via internet
11009,INM823,INM-03-010-B,Sí,Sí,LA DURACION DEL TRAMITE,DETERMINAR TIEMPOS,2017-05-26,1,1,THE DURATION OF THE PROCEEDINGS,DETERMINE TIMES
11010,sep.3035,sep.-25-2005,Sí,Sí,Proporcionar una liga donde se pueda hacer una pre solicitud y donde se debe de depositar.,Más ligas de información o contacto.,2017-05-26,0,1,Provide a link where they can make a pre application and which must be deposited.,More information links or contact.
11011,STPS585,STPS-04-003,Sí,Sí,mi localidad. san luis río Colorado sonora,ampliar ciudades en mi estado.,2017-05-26,3,1,My location. San Luis Rio Colorado Sonora,expand cities in my state.
11012,SEGOB171,SEGOB-05-005,No,Sí,hace falta telefonos para orientacion y correos electronico con la persona que atienda las correciones,tel directos,2017-05-26,0,1,makes phone and e-guidance needed to address the person attending the corrections,direct tel
11013,SENASICA3148,SENASICA-01-018-B,Sí,Sí,No se incluye información de las oficinas en los Estados del país; el listado solo despliega la opción del Distrito Federal,Incluir las ligas correspondientes a las delagaciones de los Estados,2017-05-26,0,0,No information is included offices in the states of the country; the list displays only the option of the Federal District,Include relevant links to the delegations from the United
11014,PGR1201,PGR-05-001,No,Sí,QUE LOS MINISTERIOS PUBLICOS SEAN MAS AMABLES EN LAS PREGUNTAS QUE SE HACEN EN RELACION A LA PGR,QUE LOS MINISTERIOS PUBLICOS SEAN MAS AMABLES EN LAS PREGUNTAS QUE SE HACEN EN RELACION A LA PGR,2017-05-26,0,0,PUBLIC MINISTRIES TO BE IN kindest ASKED QUESTIONS ABOUT THE PGR,PUBLIC MINISTRIES TO BE IN kindest ASKED QUESTIONS ABOUT THE PGR
11015,ISSSTE494,ISSSTE-05-002,No,Sí,Información donde realizar la queja por medio de un buzón o pagina de Internet,Màs claridad en la informaciòn y menos burocracia.,2017-05-26,0,0,Information which make the complaint by a mailbox or website,More information clarity and less bureaucracy.
11016,SEGOB171,SEGOB-05-005,Sí,No,,"Buenas tardes:
Toda vez que las actas de nacimiento y la CURP son documentos a los que el público en general tiene acceso, en el caso de las actas de nacimiento pagando el derecho respectivo y en el de la CURP solicitándola vía Internet, el trámite debería poder realizarse por cualquier persona sólo con presentar la documentación solicitada.

Por su atención, gracias.",2017-05-27,3,0,,"Good afternoon:
Whenever birth certificates and CURP are documents to which the public has access, in the case of birth certificates by paying the respective right and in the CURP requesting it via the Internet, the process should be able to be carried out by anyone only submit the requested documentation.

For your attention thanks."
11017,ISSSTE623,FOVISSSTE-00-006,Sí,Sí,que sean honesto para decir cuando estará el deposito pues yo llevo desde enero esperando y es hora que todavía no han nada. y ademas que contesten los teléfonos cuando uno les marca.,la honestidad cuando uno hace el tramite,2017-05-27,0,1,to be honest to say when will the deposit because I've been waiting since January and it's time yet have nothing. and also to answer the phone when you score them.,honesty when one makes the processed
11018,SEGOB171,SEGOB-05-005,Sí,No,,Que aparezca la currp en mis estados de cuenta,2017-05-28,3,1,,Currp that appears in my statements
11019,IMSS141,IMSS-03-011,No,Sí,tener un mejor servicion por internet ya que las paginas no funcionan,todo son corruptos,2017-05-28,0,0,servicion a better online because the pages do not work,all are corrupt
11020,sep.2813,sep.-18-2017,No,Sí,OFICINAS EN MI ESTADO BAJA CALIFORNIA,"VIVO EN BAJA CALIFORNIA, MEXICALI, COMO PODRIA IR HASTA EL DISTRITO FEDERAL A PONER LA QUEJA? POR QUE NO HAY OFICINAS AQUI EN MI ESTADO?",2017-05-28,1,0,MY STATE OFFICES IN BAJA CALIFORNIA,"LIVE IN BAJA CALIFORNIA, Mexicali, HOW COULD GO TO THE FEDERAL DISTRICT TO PUT THE COMPLAINT? WHY NO OFFICE HERE IN MY STATE?"
11021,ISSSTE623,FOVISSSTE-00-006,Sí,Sí,"Si el FOVISSSTE ha incumplido con las cláusulas estipuladas en la escritura Pública a quíen se debe acudir? además es muy complicado enviar los documentos con formatos sofisticados para las personas de la tercera edad, como es mi caso",permitan den información precisa y real cuando uno requiere una aclaración y no se escuden en PROCESAR para ocultar errores que nos afectan a los derechohabientes y que no solucionan,2017-05-28,0,0,"If the FOVISSSTE has failed to comply with the provisions stipulated in the deed who should go? It is also very difficult to send richly formatted documents for elderly people, like me",den enable accurate and real information when one requires clarification and not hide behind PROCESAR to hide mistakes that affect us rightholders and do not solve
11022,ISSSTE623,FOVISSSTE-00-006,No,Sí,"yo terminé de pagar desde diciembre de 2013 y no han suspendido los cobros , fui a la oficina de fovissste y me dieron la constancia de finiquito, me meti a la pagina para solicitar la devolución y no me dejan de descontar ni me devuelven nada que tengo que hacer ?","informando bien por favor , gracias",2017-05-29,0,1,"I ended up paying since December 2013 and have not suspended the charges, I went to the office fovissste and I got the record of settlement, I got to the page to request a refund and leave me to reply and I return anything that I have what to do ?","informing well please, thank you"
11023,SEGOB173,SEGOB-05-003,Sí,Sí,Olvide mi curp,Olvide mi curp,2017-05-29,1,1,Forget My CURP,Forget My CURP
11024,IMSS164,IMSS-02-008,Sí,Sí,Que se pueda realizar el tramite,El sistema,2017-05-29,1,1,You can perform the procedure,The system
11025,IMSS164,IMSS-02-008,No,Sí,toda,todo,2017-05-29,0,0,all,everything
11026,SRE1503,SRE-01-022,Sí,No,,que se pueda hacer el tramite por internet,2017-05-29,3,1,,you can do the transaction online
11027,ISSSTE494,ISSSTE-05-002,Sí,Sí,nada,"pueden hacer la opción de poner solo las quejas en línea sin tantos pasos, el chiste para ustedes es hacer mas papeleo para que sea mas lento! no es para nada agil",2017-05-29,1,0,nothing,"They can make the choice to put only complaints online without many steps, the joke for you is to do more paperwork to make it slower! not for nothing Agil"
11028,SEGOB171,SEGOB-05-005,No,Sí,Que se pongan a trabajar y no cambien las curp a su antojo,No creo que mejoren,2017-05-29,1,0,To get to work and do not change at will CURP,I do not think that will improve
11029,INM797,INM-03-005-B,Sí,No,,"LA DOCUMENTACIÓN DE LAS PERSONAS YA REGISTRADAS COMO EMPLEADORES, (FISICAS O MORALES) PUEDE SER ENVIADA A UNA DIRECCION DE CORREO ELECTRONICA CON ARCHIVOS ELECTRONICOS.PDF 
ESTOS PUEDEN SER VALIDADOS EN VISITA DE VERIFICACION POR PARTE DE SU PERSONAL. AGILIZANDO TRAMITOLOGIA Y EVITANDO GASTOS POR TRASLADOS A LAS OFICINAS DE ATENCION.",2017-05-29,3,0,,"DOCUMENTATION OF PERSONS AND REGISTERED AS EMPLOYERS (natural or legal) can be sent to an e-mail FILES WITH ELECTRONIC ELECTRONICOS.PDF
THESE MAY BE Validated VERIFICATION VISIT BY YOUR PERSONAL. Streamlining red tape and preventing EXPENSE TRANSFERS service offices."
11030,IMSS165,IMSS-02-012,Sí,Sí,"Ir que no hay información en la cual 
Se nos diga como acelerar l trámite 
Tengo más de 4 semanas sin trabajar 
Sin estar recibiendo dinero para mis hijos y pagando renta 
Ya perdí mi trabajo por qué no me pueden esperar y no es posible que yo no pueda trabajar solo por qué ustedes están haciendo regulalisasiones !! 
Comisión federal de electricidad 
No le importa eso 
Oomsapa tampoco 
Y al carnicero menos","Más personal ya que está solo una persona haciendo el trabajo 
Y nadie la ayuda a y eso atrasa los 
Documentos",2017-05-29,0,0,"Go no information on which
we are told how to speed up processing l
I have more than 4 weeks without work
Without being receiving money for my children and pay rent
I lost my job and why I can not wait and it is not possible that I can not work alone why you are doing regulalisasiones !!
Federal electricity commission
He does not care that
Oomsapa not
And the butcher less","More personal because it is only one person doing the job
And no one helps and that delayed the
documents"
11031,CNPSS179,CNPSS-00-001,Sí,Sí,Costos promedio de las enfermedades que cubre el seguro popular y las más de 250 intervenciones médicas.,"Que se pueda realizar el Trámite por Internet y solo presentarse, para la(s) Foto(s) al recoger la Credencial(es).",2017-05-29,0,0,Average costs of diseases covered by the popular insurance and more than 250 medical interventions.,You can make the process online and only presented for the (s) Photo (s) to pick up the credential (s).
11032,ISSSTE564,ISSSTE-05-007-H,Sí,No,,Capacitar a su personal para q realice el tramite o proporcionarles un formato de dicha constancia pues la fui a tramitar y no me realizaron nada debido a que ellos no y tienen un formato como tal y me dicen que yo debo conseguirlo y llevarlo para q solo lo sellen ellos,2017-05-29,3,0,,Train your staff to q perform processed or provide a format of this record because I went to deal with and I did not realize anything because they do not and are formatted as such and tell me I should get it and take it for only q it seal them
11033,ISSSTE520,ISSSTE-00-008-B,No,Sí,"NI SIQUIERA SE HAN TOMADO LA MOLESTIA DE ACTUALIZAR SU DOMICILIO.
¿QUÉ TIPO DE ATENCIÓN OTORGAN? PÉSIMA!","CAPACITAR AL PERSONAL.
HACERLES SABER QUE ES UNA EMPRESA PRIVADA, QUE ESTÁN PARA SERVIR AL USUARIO Y NO SE TRATA DE UN ""FAVOR"".",2017-05-29,0,0,"They have not even bothered to update your address.
WHAT KIND OF ATTENTION GIVEN? Shocking!","EMPOWERING STAFF.
Let them know that IS A PRIVATE COMPANY, WHICH ARE TO SERVE YOU AND IS NOT a ""favor""."
11034,CAPUFE930,CAPUFE-01-004,Sí,Sí,ESPECIFICAR A QUE PUENTE PERTENECEN LOS NUMEROS DE TELEFONO. (REYNOSA O LAREDO),ESPECIFICAR A QUE PUENTE PERTENECEN LOS NUMEROS DE TELEFONO. (REYNOSA O LAREDO),2017-05-29,0,0,BRIDGE BELONGING TO SPECIFY phone numbers. (REYNOSA O LAREDO),BRIDGE BELONGING TO SPECIFY phone numbers. (REYNOSA O LAREDO)
11035,SRE2569,SRE-03-001,Sí,Sí,El link para acesar a la hoja de ayuda para el pago de derechos,"La atención telefónica, ninguna de las delegaciones contesta sus telefónos",2017-05-29,0,0,The link to aCesar to help sheet for payment of fees,"The call, none of the delegations answer their phones"
11036,CAPUFE932,CAPUFE-02-001,Sí,Sí,ESPECIFICAR A QUE PUENTE PERTENECEN LOS NUMEROS DE TELEFONO. (REYNOSA O LAREDO),ESPECIFICAR A QUE PUENTE PERTENECEN LOS NUMEROS DE TELEFONO. (REYNOSA O LAREDO),2017-05-29,0,0,BRIDGE BELONGING TO SPECIFY phone numbers. (REYNOSA O LAREDO),BRIDGE BELONGING TO SPECIFY phone numbers. (REYNOSA O LAREDO)
11037,SRE2569,SRE-03-001,Sí,Sí,Que contesten las lineas telefonicas,La atención,2017-05-29,0,1,Answer the telephone lines,attention
11038,ISSSTE494,ISSSTE-05-002,Sí,Sí,"Que las quejas pudieran ser vía correo electrònico adjuntando la documentaciòn necesaria, y ya si se requiere, presentarse, pierde uno mucho tiempo y luego no resuelven nada",Mejorar el servicio en todos sentidos,2017-05-29,0,1,"That complaints could be via E-Mail attaching the documentation required, and since if required, present, lose one long and then not solve anything",Improve service in every way
11039,sep.1215,SEP-01-018-A,Sí,No,,"El sistema de citas se satura rápidamente, todo el mes de mayo (diariamente) estuve revisando para poder hacer cita en junio, y hoy entro y resulta que todo el mes de junio ya está saturado, ¡me urge mi cédula¡, además me comunico por teléfono al 30 01 38 00 y siempre me cuelgan o no me contestan, si tengo suerte de que me contesten me dicen que ahí no me dan información, ¡qué hago¡",2017-05-29,3,0,,"The system also dating I communicate quickly saturates the entire month of May (daily) was checking to make an appointment in June, and today it came in and the whole month of June is already saturated, the urgent need for my cédula¡, by phone on January 30, 38 00 and always hang me or do not answer me, if I have lucky I answer tell me that there do not give me information, what hago¡"
11040,STPS586,STPS-04-012,Sí,No,,El formato se podría crear de forma que sea editable solamente los campos que el usuario deberá llenar para evitar la impresión innecesaria de hojas ya que los apartados para cursos e instructores son muy pequeños.,2017-05-29,3,0,,The format could be created so that it is only editable fields that the user must complete to avoid unnecessary printing sheet as sections for courses and instructors are very small.
11041,ISSSTE615,FOVISSSTE-00-004,No,Sí,SE PUEDA DESCARGAR DESDE EL PORTAL,SE PUEDA DESCARGAR DESDE EL PORTAL,2017-05-29,3,1,YOU CAN DOWNLOAD FROM THE PORTAL,YOU CAN DOWNLOAD FROM THE PORTAL
11042,SRE2569,SRE-03-001,No,Sí,Estoy buscando el formato de pago para la legalización de un documento y no viene por ningún lado,Ser mas claros con la informacion,2017-05-29,0,1,I'm looking for the payment format for the legalization of a document and does not come anywhere,Be clearer information
11043,INM811,INM-03-009-A,Sí,Sí,"EXPLICAR MEJOR LOS CONCEPTOS DE PAGO POR DERECHOS, PUES EN OCASIONES SE HACEN PAGOS ERRÓNEOS.",EN DESCRIBIR EN LA PAGINA DE PAGO BIEN LOS CONCEPTOS DE PAGO,2017-05-29,0,0,BEST EXPLAIN THE CONCEPTS OF PAY RIGHTS DO SOMETIMES AS PAYMENTS wrong.,IN DESCRIBING IN PAYMENT PAGE PAYMENT GOOD CONCEPTS
11044,ISSSTE627,FOVISSSTE-00-010-B,Sí,Sí,"Si hay opción de ir a alguna otra oficina del FOVISSSTE, por ejemplo, de acuerdo a la información que plasman aquí a mi me tocaría ir a la Fragua, lo cual me queda algo complicado, sin embargo, tengo unas oficinas cercanas, en San Antonio Abad, y no se si puedan atenderme ahí. Por otro lado, hice el trámite en línea y no me resuelven nada, quiero checar el estatus de la solicitud y simplemente me dice que mi información es incorrecta.",Que la página de internet sea menos confusa y haya soporte técnico y atención mas directa.,2017-05-29,0,0,"If no option to go to another office FOVISSSTE, for example, according to the information reflected here I would behoove go to Fragua, which left me somewhat complicated, however, I have a close offices in San Antonio Abad, and not if they can assist me there. On the other hand, I apply online and do not solve anything, I want to check the status of the application and simply tells me that my information is incorrect.",The website is less confusing and more direct support and attention.
