is_info_useful,missing_info,improvements,date,missing_info_es,improvements_es,missing_info_en,improvements_en,institution_name,institution_branch,institution_window
0,acerca madres solteras casaron,tramite madres solteras viven padre hijo ( deberia haber tramite ayude sacar pasaporte personas hijos padre madre abandono hijo quiere firmar solicitud pasaporte deberia poder solo padres pedir pasaporte firma viven juntos pierde beneficio necesidad solo padre quiere firmar simple capricho,2017-04-03,acerca madres solteras casaron,tramite madres solteras viven padre hijo ( deberia haber tramite ayude sacar pasaporte personas hijos padre madre abandono hijo quiere firmar solicitud pasaporte deberia poder solo padres pedir pasaporte firma viven juntos pierde beneficio necesidad solo padre quiere firmar simple capricho,single mothers married,procedure single mothers live father child ( process help get passport people children parent abandoned child want sign request passport able one parent order passport without signature live together benefit need one parent want sign mere whim lost,SRE,01,020
1,,tiempo tramite esperado mas mes reposicion fm febrero entregue documento incluyendo copia original pago servicio mes dos dias despues informan ( traves pagina dar seguimiento registrado pago tardar mas mes realizar tramite,2017-04-04,,tiempo tramite esperado mas mes reposicion fm febrero entregue documento incluyendo copia original pago servicio mes dos dias despues informan ( traves pagina dar seguimiento registrado pago tardar mas mes realizar tramite,,processing time already waited month replenish fm february gave documents including copy original payment service month two days later informed ( tracking page already registered payment take month complete process,INM,03,009
0,,primero siguieron descontando meses luego enero esperando solicite pidieron devuelven revision solicitud sobra dinero compramos casita interes social hagan,2017-04-04,,primero siguieron descontando meses luego enero esperando solicite pidieron devuelven revision solicitud sobra dinero compramos casita interes social hagan,,continued discounting first months january waiting requested went asked return anything request review spare money buy house social interest us,FOVISSSTE,00,006
1,podrian agregar apartado da seguimiento ( estatus devolucion gracias edithmaciashotmailcom,apartado seguimiento,2017-04-04,podrian agregar apartado da seguimiento ( estatus devolucion gracias edithmaciashotmailcom,apartado seguimiento,could add section given ( status return thank edithmaciashotmailcom,section monitoring,FOVISSSTE,00,006
1,puedo recuperar contrasea si acuerdo respuesta pregunta secreta puedo volverme registrar mismo numero seguridad social,establecer procedimientos portal,2017-04-04,puedo recuperar contrasea si acuerdo respuesta pregunta secreta puedo volverme registrar mismo numero seguridad social,establecer procedimientos portal,recover password remember answer secret question reregister social security number,establish procedures portal,IMSS,02,025
0,quejas principales largos tiempos espera actitud negativa servidores publicos luego solicitarles formatos incongruente,tiempos espera exorbitantes exagerados hoy surtir receta lugares si dije ciento cincuenta lugares umf puebla,2017-04-04,quejas principales largos tiempos espera actitud negativa servidores publicos luego solicitarles formatos incongruente,tiempos espera exorbitantes exagerados hoy surtir receta lugares si dije ciento cincuenta lugares umf puebla,main complaints long waiting times negative attitude public servants ask inconsistent formats,waiting times exorbitant exaggerated today fill prescription places said umf hundred fifty places puebla,ISSSTE,05,002
0,viene claramente bajar formatos poder pagar banco,falta informacion,2017-04-04,viene claramente bajar formatos poder pagar banco,falta informacion,come clearly formats pay bank,information missing,SRE,03,003
1,sacar usuario,,2017-04-04,sacar usuario,,getting user,everything,ISSSTE,06,012
0,ningun lado dice debe presentar constancia estudios menores edad renovar pasaporte hija regresaron llevarla rasgos fisicos hija cambiado podemos compararlos fotografia pasaporte vencido foto actual,criterios decidir si cambiado rasgos persona vean fotografias comparen pedir documentos mas tan cuadrados tambien vuelvan citas internet,2017-04-04,ningun lado dice debe presentar constancia estudios menores edad renovar pasaporte hija regresaron llevarla rasgos fisicos hija cambiado podemos compararlos fotografia pasaporte vencido foto actual,criterios decidir si cambiado rasgos persona vean fotografias comparen pedir documentos mas tan cuadrados tambien vuelvan citas internet,nowhere say must present evidence studies minors went renew daughters passport take back physical features daughter changed compare photograph expired passport current photo,criteria deciding whether changed features person see pictures compare ask documents square also return internet dating,SRE,03,007
0,toda da ninguna informacion,arreglenlo sirve,2017-04-04,toda da ninguna informacion,arreglenlo sirve,whole gives information,fix useless,SENASICA,01,011
0,imprimir hoja concentimiento padres,dar bien hojas pide hacen dar vueltas pend dan bien informacion,2017-04-04,imprimir hoja concentimiento padres,dar bien hojas pide hacen dar vueltas pend dan bien informacion,printable sheet consent parents,well ask one leaves spin pend give good information,SAT,01,054
1,,atencion telefonica caso rcal sistema marca errores acudir,2017-04-04,,atencion telefonica caso rcal sistema marca errores acudir,,telephone lines case rcal system dials errors one turn,PROFECO,00,001
0,ningun lado dice debe presentar constancia estudios menores edad renovar pasaporte hija regresaron llevarla,publiquen claramente completa informacion requisitos tramite menores edad vuelva tener opcion generar citas internet,2017-04-04,ningun lado dice debe presentar constancia estudios menores edad renovar pasaporte hija regresaron llevarla,publiquen claramente completa informacion requisitos tramite menores edad vuelva tener opcion generar citas internet,nowhere say must present evidence studies minors went renew daughters passport take back,publish clear comprehensive information requirements procedure minors option generate online dating,SRE,03,006
0,encuentro opcion dar alta padres derechohabientes imss di alta dentro escritorio virtual viene ninguna opcion agradeceria puedan orientar respecto siguiente correo paulrichtervgmailcom,haciendo mas amigable pagina aparezca opciones comentan pueden realizar linea,2017-04-04,encuentro opcion dar alta padres derechohabientes imss di alta dentro escritorio virtual viene ninguna opcion agradeceria puedan orientar respecto siguiente correo paulrichtervgmailcom,haciendo mas amigable pagina aparezca opciones comentan pueden realizar linea,find option enlist parents beneficiaries imss gave high virtual desktop choice would grateful orient respect following email paulrichtervgmailcom,making friendlier page options appear comment made online,IMSS,02,066
0,darle seguimiento solicitud pension tarda meses resolverse modo darle seguimiento aun numero folio tramite pension adulto deja trabajar tambien deja recibir salariopor tramite pension deberia ser mas rapido deberia poder darle seguimiento via internet pagina imss digital solo puedo dando vueltas dias semanas meses saber pasando resolucion pension,pagina imss digital darle seguimiento solicutud pension usando numero folio,2017-04-04,darle seguimiento solicitud pension tarda meses resolverse modo darle seguimiento aun numero folio tramite pension adulto deja trabajar tambien deja recibir salariopor tramite pension deberia ser mas rapido deberia poder darle seguimiento via internet pagina imss digital solo puedo dando vueltas dias semanas meses saber pasando resolucion pension,pagina imss digital darle seguimiento solicutud pension usando numero folio,follow pension application resolved takes months way bearing follow aun folio number process pension adult stops working receive salary relinquishes therefore process pension much much faster able follow via internet page digital imss circling days weeks months without knowing happening resolution pension,digital page imss track pension solicutud using number folio,IMSS,01,002
