Encuesta,Ficha,Homoclave,1.1 ¿Te parece útil esta información?,1.2 ¿Consideras que falta información?,1.3 ¿Qué información crees que falta?,1.4 ¿Qué podemos mejorar?,Fecha
9404,IMSS191,IMSS-02-066-H,Sí,Sí,Si,Si,2017-03-06
9405,SEDENA36,SEDENA-01-007,Sí,Sí,"No se si este en otra pagina, pero creo que seria bueno que lo indicaran en esta:
1- Seria bueno que pongan el año de la clase en turno (ej. calse 98, 99, 2000) para saber si estamos en tiempo o somos anticipados o remisos ademas de que se actualice por cada periodo.
2- Fecha de inicio y fin en el que podemos hacer este tramite, para que lo  tomemos en cuenta y no se nos pase el tiempo 
3- tampoco veo direcciones de las juntas de reclutamiento, seria bueno que lo pusieran o como un link aparte.","Solo los puntos que especifique en informacion faltante, espero que lo tomen en cuenta y si lo hacen que sea a la brevedad posible, por que creo que ya estamos en fechas de realizar este tramite, por su atencion Gracias.

atte.

jaajangel@yahoo.com.mx",2017-03-06
9406,ISSSTE615,FOVISSSTE-00-004,Sí,No,,QUE EL TRÁMITE SIGA SIENDO POSIBLE VÍA ELECTRÓNICA PARA IMPRIMIRLA CUANDO ESTÉ DISPONIBLE.,2017-03-06
9407,SRE113,SRE-03-003,Sí,No,,"Hoy en día, no debería ser necesario llevar ni una fotografia ni una copia  para renovar el pasaporte, cuando siendo el colmo que hasta para actualizar la licencia de manejo del EdoMex ahi te sacan la foto!",2017-03-06
9408,SRE572,SRE-01-020-A,No,Sí,Numero de contacto que si contesten - solo dice que todos los ejecutivos estan ocupados y que llames mas tarde...,ver arriba,2017-03-06
9409,SEDESOL318,SEDESOL-21-002,Sí,Sí,La solicitud para el tramite,"Si se ofrece el tramite en linea seria perfecto que este disponible ya que siempre que trato hay un error en el servidor y el error que aparece es el siguiente:
d3a8a774-5fc2-4090-9982-8b82d4627fb7
Con la leyenda: ""lo sentimos su solicitud no puede se procesada por favor repote con el siguiente numero de ticket; d3a8a774-5fc2-4090-9982-8b82d4627fb7",2017-03-06
9410,ISSSTE1722,ISSSTE-07-001,Sí,Sí,"No lo sé, yo solamente quiero agendar mi cita, pero creo que es más que imposible, al menos por hoy.","Todo, empezando por la página de internet, tengo desde las 9:00 a.m. tratando de entrar y son las 13:41, sin poder lograrlo.",2017-03-06
9411,ISSSTE556,ISSSTE-05-007-A,No,Sí,"Incluir las delegaciones de Benito Juárez, Venustiano Carranza, Iztacalco, etc.",Dejar claro si al darse de alta en el ISSSTE siempre es provisional o existe la palabra permanante en sus registros. (Eventual o de Base),2017-03-06
9412,SE1263,SE-03-001,Sí,Sí,donde consultar y con quien para ver los resultados del tramite.,INCLUIR LOS DATOS DE DONDE CONSULTAR LOS RESULTADOS/AVANCES DEL TRAMITE.,2017-03-06
9413,CAPUFE932,CAPUFE-02-001,Sí,No,,"En la via telefonica he tratado de hacer al menos unas 20 llamadas en 2 dias y nadien contesta en Nuevo Laredo.
Saludos,",2017-03-06
9414,SEP69,SEP-01-030-A,Sí,No,,"Por favor pongan un chat en línea :) sería de gran ayuda.

saludos!",2017-03-06
9415,SAT2289,SAT-07-009,Sí,Sí,"falta corregir errores por que el portal no habre, en el navegador firefox y el el croome si habre pero el silver ling no se instala",corregir ambos errores de ambos navegadores y no estar inventando,2017-03-06
9416,ISSSTE615,FOVISSSTE-00-004,Sí,No,,"El año pasado el formato se podía imprimir desde Internet, es muy comodo que se pudiera imprimir desde Internet, si lo pueden integrar en el módulo en que se consulta el estado de cuenta sería muy bueno. Se ahorra tiempo en desplazarse a las oficinas del fovissste, ya que los horarios regularmente coinciden con los de nuestro trabajo.
Gracias.",2017-03-06
9417,RAN1415,SEDATU-04-020,Sí,No,,NO HAY ERRORES SOLO QUE NECESITOMAS  INFORMACION DE LO NECESARIO PARA PASARLE LAS TIERRAS A MI MAMA,2017-03-06
9418,ISSSTE818,ISSSTE-06-012-H,No,Sí,micipio de xochimimilco. acceso a contraseñas para facilitar la consulta de saldos prestamos o talvez manejar por delegaciones,la accesibilidad,2017-03-06
9419,UNADM1064,UNADM-00-001,No,Sí,que pongan las fechas reales en las que van a lanzar la convocatoria ya que llevo desde junio del 2016 esperando la convocatoria para el ingreso al 2017-1 y hasta la fecha no se ha lanzado ninguna convocatoria,poner información real,2017-03-06
9420,INM795,INM-03-005-A,No,Sí,"CREO QUE NO TIENE COHERENCIA, PIDEN QUE EL EMPLEADOR LE DE CONSTANCIA DE TRABAJO ETC. CUANDO EN NINGUNA PARTE TE CONTRATAN SIN TENER PRIMERO LA CARTA DE TRABAJO.","HACER MAS EFICIENTES A LA HORA DE HACER LOS TRAMITES, NO COMPLICARLOS TANTO, QUE DE POR SI ESTÁN CAROS Y CON TANTA COSA PUES...",2017-03-06
9421,ISSSTE636,FOVISSSTE-00-012-B,Sí,Sí,tener lineas directas para solucionar los problemas que se presentan con relación a este tema. tanto en el distrito como en el interior de la republica.,"que las paginas sean actualizadas constantemente y que sean atendidos los problemas que se envían dándoles soluciones reales ,orientado e interviniendo en estos.",2017-03-06
9422,SRE232,SRE-01-031,Sí,No,,Es dificil hacer una solicitud de entrevista para visado on-line,2017-03-06
9423,SRE232,SRE-01-031,Sí,No,,Es dificil hacer una solicitud de entrevista para visado on-line,2017-03-06
9424,SFP54,SFP-04-001,Sí,Sí,"Los padres que por enfermedad no pudiero. Vacunar a sus en la semana nacional de vacunacion., que podemos hacer o donde podemos acudir para q le aplique la vacuna a mi hijo.",Extender la semana nacional de vacunacion.,2017-03-06
9425,SRE232,SRE-01-031,Sí,No,,Es dificil hacer una solicitud de entrevista para visado on-line,2017-03-06
9426,INDESOL643,SEDESOL-19-002,Sí,No,,"desarrollar de la comunidad, beneficio de la comunidad",2017-03-07
9427,IMSS543,IMSS-03-005-A,Sí,No,,am`lir un poco mas los orarios del tramite por que yo salgo de trabajar a las 4 de la tarde,2017-03-07
9428,SAT2289,SAT-07-009,No,Sí,"La facturacion electronica no funciona generalmente. Uso una computadora Macintosh de ultima generacion, usando OS 10.10.5 para evitar conflictos. Generalmente no me deja accesar a la aplicacion por Java. No importa si esta actualizado o no. Es un tormento lograr hacer una factura. Sus expertos no saben ayudar y la solucion que dan es que cambie de computadora. Que creen que el dinero sale en macetas o que solo estiro la mano y cae dinero? Yo se que a ustedes asi les cae el dinero y lo malgastan, pero uno va al dia.
Ojala puedan hacer facil usar la factura electronica que solo ha causado dolores de cabeza","Deberian de probar su software en una gama ampia de computadoras, no todos tenemos acceso a cambiar cada 3 meses de equipo. Tenemos que hacerlo desquitar por años.
De verdad parece que viven en una burbujita de cristal.",2017-03-07
9429,CDI34,CDI-01-016-C,Sí,No,,siento que los tramites se podrian adjuntar los archivos atravez de la internet evitando viajes muy costosos,2017-03-07
9430,CDI34,CDI-01-016-C,Sí,No,,siento que los tramites se podrian adjuntar los archivos atravez de la internet evitando viajes muy costosos,2017-03-07
9431,PROFECO1351,PROFECO-00-003,No,Sí,formato para pago en el banco,si activan el formato gracias,2017-03-07
9432,ISSSTE566,ISSSTE-05-005-B,Sí,Sí,"preguntar sobre la nueva direccion de domicilio para saber cual es la nueva clinica, agregando mapa de ubicacion y numero telefonico",tramite por interner,2017-03-07
9433,SRE112,SRE-03-002,No,Sí,EL PORTAL ES UNA BASURA Y NO SE PUEDE INGRESAR PARA PODER SACAR UNA CITA POR INTERNET PARA EL PASAPORTE....,QUE SEA MAS ESPECIFICO EN LA INFORMACIÓN,2017-03-07
9434,SEP67,SEP-01-027-A,Sí,No,,Permitir pago en línea.,2017-03-07
9435,ISSSTE1722,ISSSTE-07-001,No,No,,Al llenar varias veces los campos con los datos correctos dice error no se encontró al derechoabiente. Y de esa forma termina uno molestandose y abandonado la página. Entonces no sirve de nada hacer uso de ella x q no sirve más q cuando quiere. Se pierde tiempo y se alarga más el momento de poder tener la atención médica q se necesita.,2017-03-07
9436,ISSSTE615,FOVISSSTE-00-004,No,No,,"La constancia antes se podia imprimir por internet,,,,muy mal que ya no sea asi!!! vamos para atras!",2017-03-07
9437,CNPSS179,CNPSS-00-001,Sí,No,,"Podrían diseñar un formato de solicitud en el que los usuarios podamos pre-inscribirnos al servicio de salud (en la página web) y que podamos imprimirlo, para posteriormente acudir al módulo de afiliación con el resto de los requisitos, y que el trámite presencial sea más agil y rápido.",2017-03-07
9438,ISSSTE574,FOVISSSTE-00-009-A,Sí,Sí,"una opcion para saber como va nuestra solicitud de credito, en mi caso meti solicitud y no sali beneficiada en el sorteo en la 1a etapa, luego resulto que se hizo una segunda entrega y no salieron los resultados solo les avisaban por mensaje que habian sido beneficiados, yo entre a la pagina varias veces  a consultar sobre mi tramite y nada, supuse que no habia salido en este sorteo tampoco pero me estuvieron marcando de diferentes compañias de vivienda a nivel nacional y me decian que foviste les mando mis datos porque habia salido beneficiada para adquirir vivienda y hasta la fecha no se si esto es verdad o no porque no hay manera de corroborar dicha informacion",mas opciones para poder consultas el proceso que llevan nuestras solicitudes,2017-03-07
9439,SEP67,SEP-01-027-A,Sí,No,,"LA FORMA DE PAGO, PUEDE HACERSE ELECTRÓNICAMENTE MEDIANTE TRASPASO.

LA VERDAD ES QUE YA CUALQUIER PORTAL WEB ACEPTA ESTE TIPO DE PAGO.

SALUDOS CORDIALES",2017-03-07
9440,SFP54,SFP-04-001,No,Sí,Q vengan personalmente haber q se cumpla lo q es,"Q sea todo claro y q se le dé al q necesita , x q no q necesitan no lo tienen",2017-03-07
9441,IMSS383,IMSS-01-009,Sí,Sí,Saber si esta ayuda se ne va a descontar de la afore?? Y si me cobraran algun interes si es que se tiene que Pagar. O si me lo van . Cobrar de alguna manera,El tramite que fuera via internet. Ahorrarian tiempo y seria menos desgastante,2017-03-07
9442,PROFEDET344,PROFEDET-00-002,Sí,Sí,La página de consulta no está actualizada.,"No se puede consultar los datos si no esta actualizada la página. La última audiencia a la que acudí fue el 29 noviembre 2016, y todavía aparece la de septiembre 2016 y estamos en marzo del 2017. 
Mayor rapidez  y amabilidad sería estupendo.",2017-03-07
9443,PROFEDET344,PROFEDET-00-002,Sí,Sí,La página de consulta no está actualizada.,"No se puede consultar los datos si no esta actualizada la página. La última audiencia a la que acudí fue el 29 noviembre 2016, y todavía aparece la de septiembre 2016 y estamos en marzo del 2017. 
Mayor rapidez  y amabilidad sería estupendo.",2017-03-07
9444,INM822,INM-03-010-A,No,Sí,"Estoy casada con un Mexicano, cuando realizamos la solicitud de cambio de condición de visitante a residente, no nos guiaron adecuadamente, informándonos que podíamos solicitar mi residencia permanente de una vez y no la residencia temporal para luego tener que realizar solicitud de nuevo a residencia permanente.","Mayor información por parte de los funcionarios o claridad en las opciones expuestas acá en la página del INM, respecto a las opciones posibles con cada trámite.",2017-03-07
9445,SRE113,SRE-03-003,Sí,Sí,"1.- DONDE PAGAR!!! EN QUE BANCO, QUE CUENTA?? 
2.- ""Nota: El trámite de pasaporte realizado en las Oficinas Estatales y Municipales de Enlace con la SRE, tiene un costo adicional fijado por los Estados o Municipios por el servicio brindado en su localidad. ¡Infórmate!""... PONGAN LA LISTA DE CUALES SON ESTAS OFICINAS ESTATALES Y MUNICIPALES QUE TE COBRAN EXTRA.","HACER UNA SOLA HOJA DONDE VENGA TODA LA INFORMACIÓN, UN CHECK LIST DE LOS REQUISITOS PARA RENOVAR O PRIMERA VEZ.",2017-03-07
9446,SEP2820,SEP-18-020,Sí,Sí,La liga para pagar en específico este trámite.,Agregar todo lo necesario en ligas a la página para que el público pueda finalizar la solicitud y pago en línea si es posible y así lo desea.,2017-03-07
9447,SEGOB171,SEGOB-05-005,Sí,Sí,Cuanado le solicitas que abra todas las delegaciones solo te da la Cuahtémoc,solicitar que contesten los modulos,2017-03-07
9448,ISSSTE615,FOVISSSTE-00-004,Sí,No,,Que sea en línea,2017-03-07
9449,SRE112,SRE-03-002,No,Sí,"los requisitos para tramitar el pasaporte de un menor de edad, asi como para la revovación del mismo",reactivar el programa de citas por internet,2017-03-07
9450,IMSS141,IMSS-03-011,Sí,Sí,como agendar la cita por medio de la aplicación o por este medio,Ser más concretos en como hacer la cita a través de la aplicación o en esta pagina,2017-03-07
9451,ISSSTE1722,ISSSTE-07-001,Sí,No,,el sistema para ingresar es pesimo tengo 3 meses intentando sacar una cita medica....y  no me es posible.......,2017-03-07
9452,ISSSTE1722,ISSSTE-07-001,Sí,No,,el sistema para ingresar es pesimo tengo 3 meses intentando sacar una cita medica....y  no me es posible.......,2017-03-07
9453,ISSFAM1037,ISSFAM-01-003-A,Sí,Sí,ser mas cordial con los retirados,"en el cuartel general de la 37/a. Z.M., el sargento encargado del tramite te trata como una basura te quiere obligar que debes hagas tu tramite de voz ante banjercito, a sabiendas que el tramite dice que tambien lo debes hacer ante una zona militar",2017-03-07
9454,SEP67,SEP-01-027-A,No,Sí,"que sirva, como todo lo mexicano",todo,2017-03-07
9455,SRE112,SRE-03-002,No,Sí,"Las referencias bancarias no las encuentro, ¿si están?",Solamente en lo anterior.,2017-03-07
9456,ISSSTE1722,ISSSTE-07-001,Sí,Sí,"Poder accesar la pagina para sacar citas.  ingreso los datos y dice que hay un error y no se corre la informacion para que me otorgue la cita.
Hay alguna direccion nueva?",Dejar de cambiar tantas veces la forma de accesar a citas y que sea mas amigable.,2017-03-07
9457,IMSS195,IMSS-02-069,Sí,No,,"Les escribo esperando poder contar con su apoyo u orientación para poder solucionar lo siguiente: 
En una ocasión escuche por televisión que hay muchas personas que en algún momento cotizaron al IMSS y que podían devolver esas aportaciones, en mi caso el periodo aproximado en el que cotice fue de 1991 a 1995 y mi Numero de Seguridad Social es 35917304681.
Escribí a la COORDINACIÓN TÉCNICA DE ATENCIÓN Y ORIENTACIÓN del IMSS y me comentaron que ingresara a esta página
Agradezco de antemano el recibir este correo.

Atentamente
Sandra Luna Rivera 
Instituto Politécnico Nacional",2017-03-07
9458,ISSSTE615,FOVISSSTE-00-004,No,Sí,"Los documentos que en otro boletin indican, a saber, copia de escrituras. Se tienen que llevar?","El tramite anterior era mejor, donde solo se tenia que accesar a la pagina e imprimir la constancia, no entiendo la razon por la que cambiaron el tramite.",2017-03-07
9459,SFP54,SFP-04-001,No,Sí,telefonos locales el cual se pieda umo comunicar desde el exterior,las lineas de telefono,2017-03-07
9460,IMSS166,IMSS-02-025-A,Sí,Sí,"falta poder cambiar clave en el proceso de semanas cotizadas via en linea, ya que los de las afores crearon correos con nuestros numeros de cuenta y ahora no podemos accesar a ver las semanas cotizadas porque no tenemos el pasword, ya que ellos se quedaron con todos los datos",poder crear otro  pasword para poder ingresar a visualizar mis semanas cotizadas,2017-03-07
9461,SAT128,SAT-01-025,No,Sí,"Buen día, primero que nada ver la posibilidad que nosotros como empresa podamos tener mas flexibilidad para poder hacer tramites a nuestros empleados, siendo que ellos son menores de edad ya sea que tengan la autorización de nosotros como empresa.","Tener la flexibilidad, para que se pueda hacer de manera mas dinámica y efectiva el trámite de las personas menores de edad, ya que tanto como con nosotros y muchas otras mas empresas, manejamos empleados en su mayoría menores de edad",2017-03-07
