is_info_useful,missing_info,improvements,date,missing_info_sentiment,improvements_sentiment,missing_info_es,improvements_es,institution_cat
1,,como hacer para tramitar de ejercito mexicano,436,,1,#VALUE!,Como hacer para tramitar de ejercito mexicano,476.0
1,"deberian abrir modulos en cada pueblo o ciudad o proponer una campaña de divulgacion y propuesta, pues muchas personas de bajos recursos necesitan este beneficio",mas divulgacion  y mas accesible,436,,1,"Deberían abrir módulos en cada pueblo o ciudad o proponer una campaña de divulgación y propuesta, pues muchas personas de bajos recursos necesitan este beneficio",Más divulgación  y más accesible,302.0
1,,deberia existir cerca de cada pueblo o me mejor dicho en cada ciudad...  los tramites son presenciales.....  como llegamos preguntas de bajos recursos ante ustedes,436,,1,#VALUE!,Debería existir cerca de cada pueblo o me mejor dicho en cada ciudad...  Los tramites son presenciales.....  Como llegamos preguntas de bajos recursos ante ustedes,497.0
0,"es lamentable que sus bases de datos no sean confiables, que ustedes me brinden un curp y depues ustedes mismos la alteren y ahora resulta que mi curp no se encuentra y que yo debo ir a oficinas pero solo te deja seleccionar df y no las demas entidades.",control de sus bases de datos,436,,1,"Es lamentable que sus bases de datos no sean confiables, que ustedes me brinden un CURP y depués ustedes mismos la alteren y ahora resulta que mi CURP no se encuentra y que yo debo ir a oficinas pero solo te deja seleccionar DF y no las demás entidades.",Control de sus bases de datos,520.0
1,,burn servicio,437,,1,#VALUE!,Burn servicio,299.0
1,"1- poner claramente y en la explicacion una liga al papel que se usa para pagar en el banco
2- poner claramente que se paga con eso en el banco!
3- poner un ejemplo de como debe ser la fotocopia a llevar porque las rechazan todas y es un despericiadero de tiempo y fotocopias",incluir donde se paga y con que papel,437,,1,"1- Poner claramente y en la explicación una liga al papel que se usa para pagar en el banco
2- Poner claramente que se paga con eso EN EL BANCO!
3- Poner un ejemplo de como debe ser la fotocopia a llevar porque las rechazan todas y es un despericiadero de tiempo y fotocopias",Incluir donde se paga y con que papel,723.0
1,"actualicen las lineas de captura al inicio del mes de la 40- continuacion voluntaria en el regimen obligatorio, para poder pagar, por que aparecen y quiero pagar y se vence el 17 de marzo y no e podido pagar ya que no me arroja la linea de captura de este mes.","actualizando las lineas de captura de 40- continuacion voluntaria en el regimen obligatorio.
gracias",437,,1,"actualicen las lineas de captura al inicio del mes de la 40- CONTINUACIÓN VOLUNTARIA EN EL RÉGIMEN OBLIGATORIO, para poder pagar, por que aparecen y quiero pagar y se vence el 17 de marzo y no e podido pagar ya que no me arroja la linea de captura de este mes.","actualizando las lineas de captura de 40- CONTINUACIÓN VOLUNTARIA EN EL RÉGIMEN OBLIGATORIO.
gracias",133.0
0,poder ingresar en line informacion ya que es mucho tiempo el que se pierde,realizar tramites en linea,437,,1,poder ingresar en line información ya que es mucho tiempo el que se pierde,realizar tramites en linea,520.0
0,los telefonos son correctos lo que no me parece esque uno pasa dias hablando y nunca contestan y va uno en persona a que te atiendan y tampoco se puede que tienes que hacer cita pero como si jamas contesta..,"contar con mas personal de preferencia amable, atento y que les guste la atencion al cliente que es el servicio que brindan.",437,,1,Los telefonos son correctos lo que no me parece esque uno pasa dias hablando y nunca contestan y va uno en persona a que te atiendan y tampoco se puede que tienes que hacer cita pero como si jamas contesta..,"Contar con mas personal de preferencia amable, atento y que les guste la atencion al cliente que es el servicio que brindan.",10.0
1,"es dificil encontrar los datos y ademas no coinciden, por ejemplo, ayer pague los servicios de compulsa y el precio era de $10.00 y $11.00 por hoja y hoy esta a $32.00 por hoja incluso el costo del tramite tiene 2 valores distintos, ya pague y no puedo hacer la cita pues el programa no lo permite, solo presenta al mes de mayo y todo esta en rojo y no es posible ir mas lejos, ¿cual es el precio final?",todo,437,,1,"es difícil encontrar los datos y ademas no coinciden, por ejemplo, ayer pague los servicios de compulsa y el precio era de $10.00 y $11.00 por hoja y hoy esta a $32.00 por hoja incluso el costo del tramite tiene 2 valores distintos, ya pagué y no puedo hacer la cita pues el programa no lo permite, solo presenta al mes de mayo y todo esta en rojo y no es posible ir más lejos, ¿cual es el precio final?",TODO,600.0
0,,"no aparecen mas oficinas para la atencion de estos tramites, solo una en todo el pais?.",437,,1,#VALUE!,"No aparecen mas oficinas para la atención de estos tramites, solo una en todo el país?.",520.0
1,preinscripciones secundaria en puerto vllarta donde se detectn anomalias en sec.gral 60 y colegio mexico americano.,con mas informacion,437,,1,preinscripciones secundaria en Puerto Vllarta donde se detectn anomalias en Sec.gral 60 y colegio mexico Americano.,Con mas informacion,0.0
1,informacion fidedigna de las convocatorias,sensibilizar la conciencia humana en el proceso de admision en el cual observo la unam ha dado grandes pasos ya que esta al pendiente de cada detalle de sus proceso de admision y ustedes no,437,,1,información fidedigna de las convocatorias,sensibilizar la conciencia humana en el proceso de admision en el cual observo la unam ha dado grandes pasos ya que esta al pendiente de cada detalle de sus proceso de admision y ustedes no,761.0
1,"poder hacer los tramites en linea... incluso la optencion de algun programa, tenga una hija con discapacidad y 4 veces he entregado mis documentos y nunca acaban de hacer el tramite, aparte tengo 2 hijos mas.","poder hacer los tramites en linea... incluso la optencion de algun programa, tenga una hija con discapacidad y 4 veces he entregado mis documentos y nunca acaban de hacer el tramite, aparte tengo 2 hijos mas.",437,,1,"poder hacer los tramites en linea... incluso la optencion de algun programa, tenga una hija con discapacidad y 4 veces he entregado mis documentos y nunca acaban de hacer el tramite, aparte tengo 2 hijos mas.","poder hacer los tramites en linea... incluso la optencion de algun programa, tenga una hija con discapacidad y 4 veces he entregado mis documentos y nunca acaban de hacer el tramite, aparte tengo 2 hijos mas.",332.0
0,lo que quiero es que no sea tan complicado el acceso para solicitar cita medica,porque no puedo acceder para solicitar cita medica?,437,,1,Lo que quiero es que no sea tan complicado el acceso para solicitar cita médica,Porque no puedo acceder para solicitar cita médica?,299.0
1,"la secretaria donde labore ya no existe , sarh, donde consigo la hoja de servicio?","eliminar la hoja de servicio, se supone que debe haber un registro de todo el tiempo que cotice al fovissste",437,,1,"La secretaria donde labore ya no existe , SARH, donde consigo la Hoja de Servicio?","Eliminar la hoja de servicio, se supone que debe haber un registro de todo el tiempo que cotice al Fovissste",86.0
1,tengo 28 años madre soltera y estoy cursando el bachillerato solo me agradaria que ampliaran el parametro de edad en un año culmino el bachillerato y me gustaria estudiar enfermeria y mi certificado de secundaria el promedio es de 6.9,aumentar el parametro de edad para la convocatoria y pues dar oportunidad segun aptitudes y actitudes los numeros no definen capacidades tengo 6.9 en mi certificado de secundaria y tengo 28 años,438,,1,tengo 28 años madre soltera y estoy cursANDO EL BACHILLERATO SOLO ME AGRADARIA QUE AMPLIARAN EL PARAMETRO DE EDAD EN UN AÑO CULMINO EL BACHILLERATO Y ME GUSTARIA ESTUDIAR ENFERMERIA Y MI CERTIFICADO DE SECUNDARIA EL PROMEDIO ES DE 6.9,AUMENTAR EL PARAMETRO DE EDAD PARA LA CONVOCATORIA Y PUES DAR OPORTUNIDAD SEGUN APTITUDES Y ACTITUDES LOS NUMEROS NO DEFINEN CAPACIDADES TENGO 6.9 EN MI CERTIFICADO DE SECUNDARIA Y TENGO 28 AÑOS,169.0
0,si loque pasa esque necesito dar de baja una curp ya que naci en df pero fui registrada en morelos asi que en hacienda me aparece que tengo 2 curp que puedo hacer,ser mas claros y mas difinidos en las respuestas,438,,1,Si Loque pasa esque necesito dar de baja una CURP ya que nací en DF pero fui registrada en Morelos así que en hacienda me aparece que tengo 2 CURP que puedo hacer,Ser más claros y más difinidos en las respuestas,520.0
1,que funcione e sistema tengo como 5 horas intentando registrarme y no puedo,la forma de ingresar al registro no carga el apartado de curp,438,,1,Que funcione e sistema tengo como 5 horas intentando registrarme y no puedo,La forma de ingresar al registro no carga el apartado de curp,751.0
1,,que todos los tramites se puedan realizar en linea,438,,1,#VALUE!,que todos los tramites se puedan realizar en linea,411.0
1,no hay oficinas en la delegacion iztapalapa me pueden dar una opcion,",en la informacion",438,,1,No hay oficinas en la delegación iztapalapa me pueden dar una opción,",en la información",326.0
0,no en cuentro my municipio,wwwwww,438,,1,No en cuentro my municipio,Wwwwww,195.0
0,tramites de correccion via electronica,tramites de correccion via electronica,438,,1,TRAMITES DE CORRECCION VIA ELECTRONICA,TRAMITES DE CORRECCION VIA ELECTRONICA,520.0
0,esta  las citas por internet bloqueada,este error y que en la clinica de la paz no nos pierdan los expedientes,438,,1,esta  las citas por internet bloqueada,este error y que en la clínica de La Paz no nos pierdan los expedientes,299.0
1,"acceder mas facilmente a la informacion de el telefono de las citas, el formato en pdf para poder ser llenado en computadora o impreso y llenarlo antes de ir al tramite y poder hacer un preformato via internet adelantar parte del tramite. muy mal la informacion , el sitio y el servicio por telefono muy deficiente.","la supuesta facilidad de poder renovar tus documentos migratorios en el exterior, no hay informacion suficiente ni personal que atienda las llamadas, no se puede hacer ningun tramite por internet como la visa u otros tramites aqui, el gobirno mexicano tiene el peor servicio por internet y ninguna ayuda a los que estamos trabajando en el extranjero, muy mal.",439,,1,"acceder mas facilmente a la informacion de el telefono de las citas, el formato en PDF para poder ser llenado en computadora o impreso y llenarlo antes de ir al tramite y poder hacer un preformato via internet adelantar parte del tramite. muy mal la informacion , el sitio y el servicio por telefono muy deficiente.","la supuesta facilidad de poder renovar tus documentos migratorios en el exterior, no hay informacion suficiente ni personal que atienda las llamadas, no se puede hacer ningun tramite por internet como la visa u otros tramites aqui, el Gobirno Mexicano tiene el peor servicio por internet y ninguna ayuda a los que estamos trabajando en el extranjero, muy mal.",701.0
1,no estan activos los vinculos para descargar de su portal la constancia de interes pagado...,activenlos,439,,1,No están activos los vínculos para descargar de su portal la constancia de interés pagado...,actívenlos,84.0
1,si,si,439,,1,Si,Si,155.0
1,"no se si este en otra pagina, pero creo que seria bueno que lo indicaran en esta:
1- seria bueno que pongan el año de la clase en turno (ej. calse 98, 99, 2000) para saber si estamos en tiempo o somos anticipados o remisos ademas de que se actualice por cada periodo.
2- fecha de inicio y fin en el que podemos hacer este tramite, para que lo  tomemos en cuenta y no se nos pase el tiempo 
3- tampoco veo direcciones de las juntas de reclutamiento, seria bueno que lo pusieran o como un link aparte.","solo los puntos que especifique en informacion faltante, espero que lo tomen en cuenta y si lo hacen que sea a la brevedad posible, por que creo que ya estamos en fechas de realizar este tramite, por su atencion gracias.

atte.

jaajangel@yahoo.com.mx",439,,1,"No se si este en otra pagina, pero creo que seria bueno que lo indicaran en esta:
1- Seria bueno que pongan el año de la clase en turno (ej. calse 98, 99, 2000) para saber si estamos en tiempo o somos anticipados o remisos ademas de que se actualice por cada periodo.
2- Fecha de inicio y fin en el que podemos hacer este tramite, para que lo  tomemos en cuenta y no se nos pase el tiempo 
3- tampoco veo direcciones de las juntas de reclutamiento, seria bueno que lo pusieran o como un link aparte.","Solo los puntos que especifique en informacion faltante, espero que lo tomen en cuenta y si lo hacen que sea a la brevedad posible, por que creo que ya estamos en fechas de realizar este tramite, por su atencion Gracias.

atte.

jaajangel@yahoo.com.mx",469.0
